App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
Ｘ:15秒の人気 アクション ゲーム,131354624,1090842524,USD,0,0,0,0,0,1.2.6,4+,Games,40,4,1,1
Farming PRO 2016,340319232,1090871721,USD,4.99,133,54,4,4,1.6,4+,Games,37,5,1,1
Lewandowski: Football Star,337468416,1090877424,USD,0,385,2,5,5,1.2.1,4+,Games,38,5,1,1
Dino Tales Jr – storytelling for young minds,261073920,1090922211,USD,2.99,19,6,3,1.5,1.3.1,4+,Education,40,5,6,1
Catholic Emoji,15938560,1090936977,USD,1.99,26,9,3,3,2.1,4+,Lifestyle,37,2,1,1
Growing Pug,54922240,1091000556,USD,0.99,1194,455,4,4,1.03,4+,Games,38,5,1,1
ThemeWave,7177216,1091024209,USD,3.99,24,1,1,1,1.4.3,4+,Lifestyle,37,0,1,1
スマイルパーク 〜らくらく放置系遊園地ゲーム〜,100164608,1091126272,USD,0,0,0,0,0,1.0.3,4+,Games,38,5,2,1
"Hair Fashion™ - Girls Makeup, Dressup and Makeover Games",100937728,1091144704,USD,0,197,197,4,4,1,4+,Games,43,5,1,1
Horror Story 2016　こわい話,29597696,1091186897,USD,0,0,0,0,0,1.0.1,12+,Book,37,0,1,1
Test your color IQ！カラーIQ診断テスト,16444416,1091192778,USD,0,0,0,0,0,1.0.2,17+,Entertainment,37,0,1,1
Toca Dance Free,87115776,1091215595,USD,0,149,104,4,4,1.0.1,4+,Education,38,5,18,1
Battlefleet Gothic: Leviathan,420435968,1091277956,USD,9.99,147,4,4,4,1.2.2,9+,Games,38,5,1,1
Grim Tales: Threads of Destiny - A Hidden Object Mystery (Full),847803392,1091363676,USD,6.99,70,70,4.5,4.5,1.0.0,9+,Games,37,5,5,1
Wonderball - One Touch Endless Ball Arcade Action,192527360,1091366179,USD,0,180,7,4.5,5,1.2.4,4+,Games,40,5,6,1
Chimeras: The Signs of Prophecy - A Hidden Object Adventure (Full),639434752,1091366799,USD,6.99,71,71,4.5,4.5,1.0.0,9+,Games,37,5,4,1
Fill - one-line puzzle game,72433664,1091456207,USD,0,15,5,4.5,3.5,1.0.7,4+,Games,37,3,2,1
陌爱-最in全民交友神器！同城寂陌陌生帅哥美女视频聊天约会平台,30503936,1091487691,USD,0,0,0,0,0,1.0.0,17+,Lifestyle,38,0,8,1
感動アプリ！無料ゲーム Japanese Gacha,77325312,1091522492,USD,0,3,3,4,4,1.4.1,12+,Games,37,0,2,1
Behind You!!,52901888,1091569546,USD,0,40,15,5,4.5,1.0.1,9+,Games,40,3,12,1
Dead In Bermuda,615608320,1091598017,USD,4.99,24,8,3.5,3,1.0.2,12+,Games,35,5,1,1
Teenage Mutant Ninja Turtles: Half-Shell Heroes,357215232,1091620783,USD,3.99,20,1,4,4,1.1,4+,Education,38,5,1,1
Marmiton Twist,32745472,1091627644,USD,0,2,2,4.5,4.5,1.2.1,4+,Food & Drink,37,0,1,1
"That Dragon, Cancer",3856588800,1091640857,USD,4.99,132,50,4.5,4.5,1.0.4,12+,Games,25,5,1,1
My Boo Town - Create your own Village of Boos,118087680,1091684426,USD,0,1829,354,4.5,4.5,1.12.2,4+,Games,38,5,4,1
OctoPie - a Game Shakers App,264453120,1091699305,USD,0,374,182,4,4.5,2,4+,Games,37,5,13,1
Gboard — a new keyboard from Google,125534208,1091700242,USD,0,8873,196,4,3.5,1.4.4,4+,Utilities,37,5,23,1
Aeronaut,76222464,1091824117,USD,0,15,1,3.5,2,1.0.2,4+,Games,37,5,1,1
陌爱神器-不闲聊！陌生人快速约见面平台,44841984,1091891746,USD,0,0,0,0,0,1.9.0,17+,Social Networking,38,5,1,1
slither.io,32516096,1091944550,USD,0,107817,11929,3.5,4,1.4.2,4+,Games,40,4,1,1
陌恋-同城高颜值寂寞美女帅哥激情交友聊天神器！,28471296,1091946582,USD,0,1,1,1,1,1.0.0,17+,Lifestyle,38,0,8,1
心がラクになる後ろ向き名言100選,93907968,1091961831,USD,0,0,0,0,0,1.0.10,12+,Book,37,0,1,1
MOBIUS FINAL FANTASY,138045440,1091974564,USD,0,3640,7,4.5,4.5,1.4.100,12+,Games,38,5,1,1
"Princess Pet Palace: Royal Pony - Pet Care, Play & Dress Up",194273280,1091993742,USD,0,74,42,4.5,4.5,1.1,4+,Games,40,5,1,1
出会うカメ,67683328,1091997580,USD,0,0,0,0,0,1.0.6,4+,Games,37,0,1,1
Kids Play Club - Fun Games & Activities,119285760,1092109109,USD,0,73,34,4,4,1.1,4+,Games,38,5,11,1
The Hero Project: Redemption Season,39504896,1092146718,USD,4.99,183,0,4.5,0,1.1.1,12+,Games,38,5,1,1
"Play-Doh TOUCH - Shape, Scan, Explore",323988480,1092148948,USD,0,126,4,3.5,5,1.0.22,4+,Games,37,5,23,1
Back To Square One,128863232,1092258126,USD,0,310,85,4.5,4.5,1.0.8,9+,Games,40,5,1,1
Pixel Cup Soccer 16,66974720,1092276838,USD,2.99,1024,32,4.5,4.5,1.0.8,4+,Games,37,5,1,1
Puzzle Game for Brain Training -KITINTO-,108787712,1092371543,USD,0,0,0,0,0,1.1.1,4+,Games,37,2,5,1
"real happy majiang-all stars majiang,mahjong",74841088,1092374597,USD,0,0,0,0,0,3.735,12+,Games,43,4,1,1
Mr.Luma's Super Flight,60838912,1092447708,USD,0.99,0,0,0,0,1,4+,Education,40,5,1,1
MobileFamilyTree 8,71076864,1092448381,USD,17.99,19,1,3.5,3,8.1.4,4+,Productivity,37,5,15,1
お解きなさい！,9191424,1092463029,USD,0,0,0,0,0,1.0.0,4+,Book,40,0,1,1
Pixelgrams: Pixel Puzzles,83761152,1092463062,USD,0,156,12,4,4.5,1.4.0,9+,Games,38,5,1,1
Monster Super League,163893248,1092463295,USD,0,10368,110,5,4.5,1.3.7,12+,Games,38,5,11,1
Dark Souls III Map Companion,38604800,1092574509,USD,2.99,11,8,3.5,3.5,1.1,4+,Reference,37,5,1,1
One Fish Two Fish Red Fish Blue Fish - Read & Learn - Dr. Seuss,61212672,1092650486,USD,3.99,13,13,4.5,4.5,4.0.7,4+,Book,37,5,1,1
Horton Hears a Who! - Read & Play - Dr. Seuss,93196288,1092651841,USD,3.99,5,5,4.5,4.5,4.0.7,4+,Book,37,5,1,1
Vice Lipstick,142598144,1092653320,USD,0,31,3,3.5,2.5,1.0.3,12+,Lifestyle,37,0,1,1
UA Shop by Under Armour,202311680,1092704571,USD,0,741,16,4.5,4.5,1.15,4+,Shopping,37,0,1,1
Albert & Otto,262772736,1092749144,USD,1.99,62,2,3,5,1.1.2,9+,Games,37,5,1,1
Monster Girls Creator Catch em for Pokémon fans,87511040,1092850344,USD,0,2374,231,4.5,4.5,2.7,4+,Games,37,3,1,1
Flying Car Driving Simulator Free: Extreme Muscle Car - Airplane Flight Pilot,69772288,1092854935,USD,0,1882,1882,4.5,4.5,1,4+,Games,40,4,1,1
Soccer Hit,175507456,1092899813,USD,0,309,308,4,4,1.0.2,4+,Games,40,4,1,1
豪快ショット連発！爽快卓球ゲーム「サァァァ！」,43154432,1092938333,USD,0,0,0,0,0,1.0.6,4+,Sports,38,5,2,1
Eyes Cube,120737792,1092971411,USD,0,69,69,4,4,1,4+,Games,38,5,7,1
妖怪别跑,205922304,1093055087,USD,0.99,0,0,0,0,1.0.0,9+,Games,43,5,1,1
カテエネ×Shufoo！,6210560,1093055888,USD,0,0,0,0,0,1.0.6,17+,Lifestyle,38,5,1,1
レアジョブ瞬間中学英単語 | リスニングやTOEICの基礎学力にも,90980352,1093056214,USD,0,0,0,0,0,1.0.7,4+,Education,37,4,31,1
Dice Mania - Play Free Online Classic Board Game with Friends,50235392,1093090526,USD,0,20,20,4.5,4.5,1.0.0,12+,Games,40,5,3,1
Coloring Book for Me - Coloring pages for adults,109358080,1093108529,USD,0,7692,663,4.5,4.5,1.8,4+,Entertainment,37,5,20,1
Incredibox,66006016,1093131935,USD,3.99,472,105,4.5,5,2,4+,Games,37,5,5,1
Civil War: 1861,203193344,1093180069,USD,1.99,6,6,5,5,1.1,12+,Games,37,5,0,1
PewDiePie's Tuber Simulator,266766336,1093190533,USD,0,90851,535,5,5,1.9.1,9+,Games,37,5,17,1
Master For Minecraft Pocket Edition - Ultimate Guide For PE,12679168,1093260038,USD,1.99,195,58,4,4,1.1,4+,Utilities,38,3,1,1
TRUMP'S WALL - Build it Huge,54270976,1093326711,USD,0,1278,98,4,3.5,1.3,12+,Games,37,5,1,1
輪ゴムでシュート！ - 無料で遊べるミニゲーム,301379584,1093334825,USD,0,0,0,0,0,1.1.2,9+,Games,38,5,1,1
Simple Habit,134466560,1093360165,USD,0,2494,75,5,5,3.2,4+,Health & Fitness,37,0,1,1
2代目 Nソウル みそぽん,21346304,1093383478,USD,0,0,0,0,0,1.0.5,4+,Games,43,0,2,1
SteamWorld Heist,242657280,1093396572,USD,9.99,277,223,4.5,4.5,1.1,9+,Games,37,5,1,1
Sugar Slide: The Path Home,166046720,1093405374,USD,0,365,196,4.5,4.5,1.0.12,4+,Games,38,5,1,1
Through The Fog!,186491904,1093409783,USD,0,216,90,4,4.5,1.6,4+,Games,37,5,23,1
Escape from the wedding hall.,108348416,1093430283,USD,0,9,9,4,4,1,4+,Games,40,4,1,1
Moomijis Moomin Stickers,19173376,1093438308,USD,0.99,5,5,3,3,1.5,4+,Utilities,37,2,1,1
"Girls PJ Party - Dress Up, Spa & Fun",253245440,1093466319,USD,0,621,621,4,4,1.1,4+,Games,38,5,11,1
Extreme Heavy Trucker Parking Simulator,224924672,1093488401,USD,0,44,44,4,4,1,4+,Games,38,5,1,1
Krome Studio Service Plus,32825344,1093582666,USD,1.99,269,57,3.5,4.5,3,4+,Photo & Video,37,0,1,1
Impossible Goal 3D,179884032,1093681017,USD,0,0,0,0,0,4.0.0,4+,Games,38,5,1,1
DARUMA -目玉を転がして入れてください-,132957184,1093727370,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,1,1
はじめん　～はじめとつくる動画生活～,172704768,1093751264,USD,0,0,0,0,0,1.0.4,9+,Games,37,5,1,1
A New Life,105390080,1093776653,USD,0.99,17,1,3,4,1.3,12+,Games,40,5,1,1
Notice for smartwatch,1044480,1093784264,USD,4.99,146,9,1,1,1.0.4,4+,Utilities,37,3,1,1
Quiz Tales,239486976,1093809825,USD,0,129,44,4,4,1.0.4,4+,Games,38,5,2,1
"Pony Princess Academy - Dress Up, Style, Feed & Care for Ponies Game",246378496,1093811993,USD,0,168,168,4.5,4.5,1.3.0,4+,Games,38,5,11,1
"Dream Diary - My Life, My Adventure!",83220480,1093824646,USD,0,390,390,4,4,1,4+,Games,38,5,11,1
Baby Twins - Terrible Two,121673728,1093825530,USD,0,710,193,4,4,1.2,4+,Games,38,5,11,1
Daddy's Little Helper - Messy Home Adventure,106568704,1093829912,USD,0,270,5,4,4,1.1,4+,Games,38,5,11,1
Candy Makeup - Sweet Salon Game for Girls,127670272,1093833768,USD,0,575,110,4,4.5,1.6,4+,Games,38,5,11,1
Candy's Carnival,113391616,1093865954,USD,0,86,11,4,4.5,1.2,4+,Games,38,5,2,1
"iAnnotate 4 - read, markup and share PDFs and more",29554688,1093924230,USD,9.99,353,28,3.5,4,4.2.8,4+,Productivity,37,5,1,1
NFL Draft - Fan Mobile Pass,62576640,1094030987,USD,0,32,9,2,1.5,2.1,4+,Sports,37,0,4,1
The Secret Elevator,1395615744,1094038347,USD,0.99,64,24,3.5,4,1.1.3,9+,Games,37,5,2,1
Steppy Pants,166893568,1094138419,USD,0,12506,39,4.5,4.5,1.7,9+,Games,37,5,13,1
BOO! - Video chat camera with filters & stickers,112069632,1094167473,USD,0,1805,48,4,5,2.4.0,9+,Social Networking,35,0,1,1
更加令人感动的养成游戏「昭和杂货店物语２」,227135488,1094174239,USD,0,87,20,5,5,1.1.1,4+,Games,38,5,1,1
Kungfu Street-Ultimate Fight,25918464,1094177277,USD,0,0,0,0,0,3,12+,Games,43,5,1,1
US Presidential Election 2016 - Polls,41600000,1094248282,USD,0,28,0,1.5,0,3.4,12+,News,40,5,1,1
It's a Space Thing,54069248,1094310546,USD,0,145,2,4.5,5,1.41,9+,Games,37,5,1,1
Cleanz - Clean up Your Photo Library,12622848,1094370858,USD,1.99,12,0,3.5,0,1.1,4+,Photo & Video,37,0,9,1
Lifeline: Whiteout,71406592,1094429166,USD,1.99,4327,3882,4.5,4.5,1.0.4,9+,Games,37,5,8,1
成金電鉄-超ハマる放置系ゲーム,472088576,1094578154,USD,0,0,0,0,0,12.04,9+,Games,37,4,1,1
冒険ディグディグ（ドット絵ｘ放置ｘ冒険RPG）,58178560,1094580863,USD,0,0,0,0,0,1.1.7,9+,Games,40,5,1,1
Pokémon GO,290762752,1094591345,USD,0,257627,1284,3,3.5,1.33.1,9+,Games,37,5,8,1
Flappy Hoopers: The Shooting Basketball Players,21773312,1094603241,USD,0,216,213,4.5,4.5,1.8,4+,Games,38,3,1,1
Goo Saga,121143296,1094642753,USD,1.99,20,4,3.5,3,1.4,4+,Games,37,5,1,1
Championship Manager 17,82527232,1094663982,USD,0,154,48,4,4.5,1.3,12+,Games,38,5,1,1
Block Sky War (Luck of the Draw) : Mini Game With Worldwide Multiplayer,108449792,1094724185,USD,0.99,67,38,4,4,1.2,12+,Games,43,5,1,1
"SwapperFace - Face Swap Free, Live Mask Effects",117949440,1094744773,USD,0,2,2,4.5,4.5,1.2,9+,Photo & Video,37,0,11,1
Melody Jams,232676352,1094833642,USD,2.99,81,15,4,4.5,2.0.6,4+,Games,37,5,1,1
FIFA Mobile Soccer,87408640,1094930513,USD,0,15365,880,4,3,6.0.1,4+,Games,37,5,17,1
脱出ゲーム　Night Room,218039296,1094977269,USD,0,1,1,5,5,1.0.1,4+,Games,38,5,1,1
Hoverboard Simulator - Night Drive,23927808,1095003754,USD,0,360,2,3.5,5,1.1,4+,Games,40,3,1,1
高清影视-大片免费天天看,18254848,1095103225,USD,0,0,0,0,0,1.0.2,17+,Utilities,38,0,2,1
Smart Baby ABC Games: Toddler Kids Learning Apps,41485312,1095144783,USD,2.99,6,6,5,5,1,4+,Games,37,5,9,1
VR RollerCoaster for Cardboard,127228928,1095198288,USD,2.99,7,7,4.5,4.5,0.8,4+,Games,40,0,1,1
无双小师妹-登录送橙将,681596928,1095219324,USD,0,0,0,0,0,1.0.14,12+,Games,40,5,1,1
Roof Jumping 3 Stunt Driver Parking Simulator an Extreme Real Car Racing Game,283409408,1095227160,USD,0,88,53,4,4.5,1.0.1,4+,Games,38,5,1,1
My PlayHome Hospital,221880320,1095280287,USD,2.99,689,53,4.5,4.5,3.1.1,4+,Entertainment,43,5,18,1
Survivor: Prologue,55823360,1095317943,USD,0,2,2,5,5,1.0.7,12+,Games,37,5,4,1
Crazy Love Story - Wedding Dreams,135127040,1095336248,USD,0,337,10,4,4,1.9,4+,Games,38,5,11,1
Nike+,149407744,1095459556,USD,0,5464,309,5,4.5,1.3.3,4+,Shopping,37,0,1,1
Make7! Hexa Puzzle,112582656,1095539172,USD,0,3336,13,4.5,4.5,1.4.4,4+,Games,38,5,1,1
KIXIFY - Buy & Sell Sneakers,50725888,1095571204,USD,0,1735,125,5,4.5,2.0.2,4+,Shopping,37,5,31,1
Block! Hexa Puzzle,132425728,1095572547,USD,0,28524,1307,4.5,4.5,1.4.0,4+,Games,38,5,1,1
ひみつの出会い探しはバクアイ-無料の出会いチャットアプリで友達作り,8456192,1095581857,USD,0,13,5,5,5,1.6,17+,Social Networking,37,0,1,1
【完全無料】おとな専用！出会い掲示板,3217408,1095583219,USD,0,0,0,0,0,1.0.2,17+,Social Networking,37,0,0,1
大学生のための時間割,30629888,1095584799,USD,0,0,0,0,0,1.6,4+,Education,37,0,1,1
秒速,13033472,1095603248,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,2,1
スカッと！脳トレ！ピッといん〜頭がよくなるブロックパズルゲーム〜,34933760,1095604849,USD,0,0,0,0,0,1,4+,Games,38,4,1,1
Rio 2016 Olympic Games,237578240,1095623181,USD,0,1850,322,4.5,4.5,1.1.2,4+,Games,37,5,14,1
You勇者 -HIKAKINとSEIKIN(ヒカキンとセイキン)と無料ロールプレイング,45509632,1095645600,USD,0,0,0,0,0,1.0.7,4+,Games,40,5,1,1
Ninja Dude vs Zombies - endless tap 'n' slash zombie arcade game,83969024,1095681176,USD,0,104,17,4,4,1.2.1,12+,Games,38,5,10,1
Football Manager Mobile 2017,1249507328,1095683899,USD,8.99,55,12,4,4,8.2.1,4+,Games,43,5,1,1
Football Manager Touch 2017,3465451520,1095687767,USD,19.99,61,0,4,0,17.3.1,4+,Games,16,5,1,1
The Infinite Arcade by Tinybop,211762176,1095694895,USD,2.99,75,3,4,4.5,1.1.6,4+,Education,38,5,58,1
Vectradius,24117248,1095781221,USD,0.99,70,34,4.5,4.5,1.1.0,9+,Games,38,0,1,1
Cognition Game,183614464,1095820384,USD,2.99,18,14,4.5,4,1.0.2,9+,Games,37,5,1,1
Go Pug Go,65866752,1095824296,USD,0,184,99,4.5,4.5,1.1,4+,Games,38,4,31,1
ぷかぷか,16136192,1095884379,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,2,1
ゲームセンター倶楽部,111177728,1095919153,USD,5.99,1,1,5,5,1.01,9+,Games,38,5,1,1
Princess Libby's Perfect Beach Day,139961344,1096022095,USD,0,98,11,3.5,4,1.3,4+,Games,38,5,2,1
任务客,28395520,1096047800,USD,0,0,0,0,0,1.2.0,17+,Entertainment,40,0,2,1
Evo Explores,165360640,1096049715,USD,1.99,81,80,4.5,4.5,1.3.3,4+,Games,40,5,1,1
Cheer Updates,33499136,1096168624,USD,1.99,98,42,2,1.5,2.0.2,4+,Sports,37,0,1,1
Caterzillar,73056256,1096204046,USD,2.99,256,256,4.5,4.5,1,4+,Games,38,5,8,1
Lifeline: Crisis Line,69201920,1096287686,USD,1.99,167,167,4,4,1.0.0,9+,Games,37,5,6,1
口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP,45176832,1096454131,USD,0,0,0,0,0,1.2,12+,Games,43,5,1,1
彩库宝典-【官方版】,57025536,1096464625,USD,0,0,0,0,0,1.2.0,17+,Reference,38,5,2,1
蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质,322576384,1096695328,USD,0,1,1,5,5,1.1.2,4+,Games,40,5,1,1
もじさがし,23536640,1096756212,USD,0,0,0,0,0,1.2.6,4+,Games,37,4,10,1
Google Allo — smart messaging,171962368,1096801294,USD,0,862,54,3.5,3.5,11,17+,Social Networking,37,0,68,1
Coin Dozer: Casino,151451648,1096825045,USD,0,2024,340,5,5,1.6,12+,Games,37,5,1,1
Apple TV Remote,12637184,1096834193,USD,0,1651,277,2.5,2,1.1.1,4+,Entertainment,37,5,34,1
Google Duo - simple video calling,44514304,1096918571,USD,0,1033,3,4,4.5,12,4+,Social Networking,37,0,74,1
Battleborn® Tap,127321088,1096938298,USD,0,1974,465,4.5,4.5,1.2.5,12+,Games,37,4,5,1
【完全無料】ソク出会える！ひみつフレ探し掲示板,13287424,1096964165,USD,0,0,0,0,0,1,17+,Social Networking,37,0,1,1
Steps! - Hardest Action Game Ever!,94791680,1097004394,USD,0,13,3,4.5,5,1.6.1,4+,Games,38,5,1,1
Fish Mania™,141017088,1097025180,USD,0,6038,153,5,5,1.0.418,4+,Games,38,5,12,1
MagiMobile – Mighty Magiswords Collection App,149731328,1097094906,USD,0,553,8,3.5,4.5,1.0.5,9+,Entertainment,37,5,1,1
Tap Tap Builder,148815872,1097114930,USD,0,999,28,4.5,4.5,2.7.8,4+,Games,37,5,1,1
Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),8644608,1097138041,USD,1.99,89,89,3.5,3.5,1,12+,Utilities,38,2,1,1
S ou SS,4824064,1097148221,USD,2.99,0,0,0,0,1.0.0,4+,Education,38,5,1,1
Slots: Hot Vegas Slot Machines - Free Slot Games,163115008,1097172005,USD,0,3938,124,5,4.5,1.121,12+,Games,40,5,10,1
Trump On The Run,84445184,1097200146,USD,0,2025,158,3.5,3.5,1.2,4+,Games,40,3,1,1
Beyond 14,99192832,1097469600,USD,0,426,29,4.5,5,1.1.2,4+,Games,38,5,6,1
Basketball Free Throw,111248384,1097482356,USD,0,24,19,4,4.5,1.5,4+,Games,38,5,11,1
NOW直播—腾讯旗下全民直播平台,113596416,1097492828,USD,0,0,0,0,0,1.11.1,17+,Social Networking,37,0,1,1
Tina's Diary: Spring Outing,97122304,1097520882,USD,0,134,12,4.5,4,1.1,4+,Games,38,5,2,1
CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE,11585536,1097564743,USD,0.99,287,17,3.5,1.5,1.1,9+,Entertainment,38,3,1,1
Diced - A Simple Puzzle Dice Game,54171648,1097587096,USD,0,53,3,4.5,5,1.3.6,4+,Games,37,4,1,1
ぱちモンパズル〜簡単無料パズルRPGゲーム,66735104,1097724199,USD,0,0,0,0,0,1.1.2,9+,Games,38,0,2,1
Tomb Journey (Ancient ruins fantasy adventure),77178880,1097725920,USD,0.99,126,23,5,5,1.1.1,9+,Games,40,5,1,1
VEHICLES & WEAPONS MODS for Minecraft Pc Guide,24669184,1097727390,USD,1.99,450,15,4,2.5,1.05,12+,Entertainment,37,2,26,1
Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,53362688,1097737340,USD,2.99,1,1,4,4,1.2,4+,Sports,40,0,1,1
Clash of Queens: Dragons Rise,167815168,1097757301,USD,0,820,0,4.5,0,2.0.3,9+,Games,38,5,16,1
Fancy Cakes - Endless Tasty Puzzle,209037312,1097766064,USD,0,147,4,4.5,4.5,1.1.6,4+,Games,37,5,18,1
Mad City Gangs: Nice City,164147200,1097821445,USD,0,294,10,2.5,3.5,1.3.32,12+,Games,37,5,1,1
Juggernaut Champions,146553856,1097825440,USD,0,1193,9,4.5,4.5,1.5,9+,Games,37,5,9,1
Sweet Princess Makeup Party - Girls Dressup Games,95408128,1097885049,USD,0,109,11,4,4,1.2,4+,Games,38,5,2,1
50 50 - The Addictive Slicing Game,245484544,1097895359,USD,0,2998,212,4.5,4.5,1.8,4+,Games,37,5,1,1
Raccoon Pizza Rush,253734912,1097998313,USD,0,69,69,4.5,4.5,1.0.6,9+,Games,37,5,1,1
Flying Police Car Driving Simulator Free: Criminal Craft Chase,70970368,1098006458,USD,0,422,422,4,4,1,9+,Games,40,4,1,1
First Year Demons,68433920,1098041500,USD,1.99,9,9,2,2,1.0.0,9+,Games,38,4,1,1
Trolls: Crazy Party Forest!,312641536,1098099856,USD,0,1260,10,4,4,3.4.1,4+,Games,37,5,11,1
VR Flight Simulator for Google Cardboard,73867264,1098165513,USD,0,180,82,3,3.5,0.8,12+,Games,40,0,1,1
My Town : Wedding Day,409982976,1098187391,USD,2.99,95,8,4,3.5,1.21,4+,Entertainment,37,5,1,1
Mahjong Treasure Quest,122580992,1098189387,USD,0,6557,39,4.5,4.5,2.14.3,4+,Games,38,5,6,1
Sushi Go!,89600000,1098207701,USD,4.99,145,1,4.5,4,1.6,4+,Games,37,4,16,1
Jumpy Tree,184512512,1098208851,USD,0,160,131,4.5,4.5,1.0.6,4+,Games,38,5,6,1
BBC Colouring: Doctor Who,91060224,1098209028,USD,1.99,19,2,3,3,1.2,4+,Entertainment,43,5,1,1
Iron Maiden: Legacy of the Beast,270031872,1098307964,USD,0,2152,7,4.5,4.5,3.6.2,12+,Games,37,5,1,1
女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～,61911040,1098487609,USD,0,0,0,0,0,1.0.8,9+,Games,37,5,1,1
ダニエル！！今はフリーキック中よ！,130876416,1098508571,USD,0,0,0,0,0,1.4,12+,Games,38,0,1,1
Princess Swimming & Spa - Girls Beauty Game FREE,72358912,1098539566,USD,0,21,21,4,4,1.0.0,4+,Games,40,5,2,1
"Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",60484608,1098619553,USD,0,115,115,4.5,4.5,1.02,17+,Games,37,0,1,1
Craftmoji - the cute craft sticker App,39272448,1098758960,USD,0.99,27,12,1.5,2,1.0.28,12+,Entertainment,37,4,1,1
Todrick,18373632,1098834577,USD,0.99,1,1,5,5,1.1,12+,Social Networking,37,0,1,1
魔灵觉醒（王者归来）- 3D新职业魔剑士降临,362543104,1099021080,USD,0,0,0,0,0,5.2.0,9+,Games,38,5,1,1
脱出ゲーム　研究所からの脱出,177694720,1099079526,USD,0,1,1,1,1,1.0.0,4+,Games,38,5,1,1
Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players,64715776,1099081620,USD,1.99,69,69,1.5,1.5,1.1,4+,Games,40,5,1,1
VR Viewer,45782016,1099092384,USD,0.99,14,9,3,2.5,1.1.2,4+,Photo & Video,37,2,2,1
Sports Hero,80888832,1099152229,USD,0,343,147,4,4,1.0.3,4+,Games,38,5,1,1
Heuristic Shakespeare - The Tempest,233176064,1099176816,USD,5.99,85,32,5,5,1.0.6,4+,Education,24,5,1,1
DM2 - The Drum Machine,93433856,1099179070,USD,4.99,40,3,4.5,5,1.2.3,4+,Music,24,5,1,1
Color Dotz,17227776,1099420627,USD,0,326,22,3.5,3.5,1.4,4+,Games,37,3,1,1
"Warhammer 40,000: Regicide",754333696,1099703034,USD,0.99,157,5,3.5,5,2.2,17+,Games,37,5,1,1
ビッグバン チャット-友達作り ひま友チャット,44267520,1099710942,USD,0,0,0,0,0,1,17+,Entertainment,37,0,1,1
Treasure Buster,41987072,1099735932,USD,0.99,53,53,4.5,4.5,1,12+,Games,38,5,1,1
东西战神,352692224,1099859731,USD,0,0,0,0,0,1.6.0,9+,Games,37,5,1,1
Tap Smiths,141621248,1099862552,USD,0,5112,114,4.5,5,1.2.3,4+,Games,40,5,1,1
ひとたがやし,56503296,1099877033,USD,0,0,0,0,0,1.6.3,12+,Games,40,5,1,1
Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full),967158784,1099950549,USD,6.99,58,58,4,4,1.0.0,9+,Games,37,5,4,1
Mahjong Solitaire Star! Your Favorite Game!,60092416,1099961721,USD,0,2731,92,4.5,4.5,1.0.7,4+,Games,37,3,1,1
Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full),926931968,1099995778,USD,6.99,45,45,3.5,3.5,1.0.0,9+,Games,24,5,3,1
European Mystery: Flowers of Death HD (Full),1131868160,1100023494,USD,6.99,68,68,3.5,3.5,1.0.0,9+,Games,24,5,3,1
Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full),1233047552,1100029269,USD,6.99,38,38,3.5,3.5,1.0.0,9+,Games,24,5,3,1
PP基金理财-灵活存取的高收益金融理财平台,29420544,1100087171,USD,0,0,0,0,0,2.4.0,4+,Finance,38,0,2,1
Alternative Girls,207391744,1100088261,USD,0,29,2,5,4,1.10.0,12+,Games,38,4,1,1
Dropple,204987392,1100092726,USD,0,243,0,4.5,0,3.2.0,4+,Games,40,5,27,1
Magic Legion - Age of Heroes,238582784,1100094604,USD,0,517,8,4.5,4.5,2.06,12+,Games,38,5,9,1
He-Man™ Tappers of Grayskull™,446764032,1100110635,USD,0,2190,7,4.5,5,2.3.2,9+,Games,37,5,12,1
のび毛,30200832,1100113170,USD,0,0,0,0,0,1.0.1,4+,Games,38,4,2,1
Dinotrux: Trux It Up!,377004032,1100139790,USD,1.99,34,9,4,3,1.4,4+,Entertainment,37,5,14,1
Trailer Truck Parking with Real City Traffic Car Driving Sim,341624832,1100147750,USD,0,173,173,4.5,4.5,1,4+,Games,38,5,1,1
