App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
Trials Frontier,253294592,659283309,USD,0,29090,23,4.5,4,5.1.1,12+,Games,37,5,11,1
IntroMate - Intro Maker for iMovie,189254656,659353189,USD,2.99,386,28,4.5,4,2.5,4+,Photo & Video,37,5,12,1
Real Steel World Robot Boxing,935366656,659425518,USD,0,41277,220,4.5,4.5,31.31.840,9+,Games,38,5,10,1
Sago Mini Pet Cafe,79953920,659448144,USD,2.99,477,6,4.5,3.5,1.4,4+,Education,38,5,16,1
Cartwheel by Target,49570816,659563061,USD,0,14682,0,3.5,0,2.5.2,4+,Shopping,37,3,1,1
"Morning — Weather, To-Do, News, and more",15432704,659672658,USD,0.99,294,6,3.5,3,1.6.6,12+,Productivity,38,5,30,1
動画英文法2700,42519552,660617252,USD,9.99,0,0,0,0,2.1.2,4+,Education,37,5,1,1
腾讯新闻HD-最资深的阅读软件,33111040,660653351,USD,0,77,5,3.5,2,1.8.0,17+,News,24,4,2,1
SAMURAI SHODOWN II,69730304,660687537,USD,2.99,195,79,3.5,3.5,1.1.2,12+,Games,43,5,2,1
Santa Call & Tracker Free - North Pole Command,200338432,660842333,USD,0,1458,914,4.5,4.5,6.1.3,4+,Entertainment,37,5,1,1
EPOCH.2,802537472,660982355,USD,0.99,3525,970,4.5,4.5,1.3.1,9+,Games,40,5,13,1
Ab in den Urlaub – Pauschalreisen günstig buchen,74008576,661149814,USD,0,22,0,5,0,4.2.5,4+,Travel,37,5,31,1
Stylish School Timetable,45628416,662001778,USD,0,7,0,4,0,2.0.3,4+,Education,37,0,2,1
My Talking Pet,51005440,662090840,USD,1.99,9035,72,4.5,5,2.4,4+,Entertainment,37,4,11,1
Riptide GP2,59541504,662569685,USD,1.99,3311,380,4.5,4.5,1.3.1,4+,Games,40,5,1,1
Lotto Out! - Mexican Loteria,72475648,662611545,USD,0.99,26,6,3.5,3.5,2.3,12+,Games,40,5,2,1
. Calculator .,59232256,662749248,USD,0,1525,352,4.5,5,3.15,4+,Utilities,37,5,31,1
SimpleRockets,25284608,663068211,USD,2.99,1436,155,4.5,4.5,1.6.10,4+,Games,43,5,1,1
rymdkapsel,78278656,663547503,USD,3.99,1622,236,4.5,4.5,3.0.2,9+,Games,38,3,1,1
Tomb Raider I,341276672,663820495,USD,0.99,702,38,4,4,1.0.4,12+,Games,38,5,11,1
Teen Titans Go Arcade,25169920,663965632,USD,0,897,553,3.5,3.5,1.1,12+,Games,43,5,16,1
Canon PRINT Inkjet/SELPHY,25640960,664425773,USD,0,689,102,2.5,2.5,2.3.4,4+,Photo & Video,38,5,20,1
Math 42,45851648,664457128,USD,0,248,2,4,4.5,3.2.1,4+,Education,37,5,6,1
Fishdom,181924864,664575829,USD,0,39217,1947,4.5,4.5,2.1.0,4+,Games,38,5,12,1
LEGO® The Lord of the Rings™,1497927680,664783704,USD,4.99,2054,2054,4.5,4.5,1,9+,Games,40,5,1,1
"Tile - Find & track your lost phone, wallet, keys",78533632,664939913,USD,0,5684,33,4,5,2.12.1,4+,Lifestyle,37,5,5,1
Hunter Island: Monsters & Dragons,91312128,665001825,USD,0.99,5305,632,4.5,4.5,2.02,9+,Games,40,5,6,1
12 Minute Athlete HIIT Workouts,24664064,665678340,USD,2.99,362,1,4.5,5,4.6,4+,Health & Fitness,37,0,1,1
Fluege.de - Finde den billigsten Flug,185886720,665795633,USD,0,0,0,0,0,2.6,4+,Travel,37,3,1,1
"Retale - Coupons, Weekly Ads & Stores Nearby",113300480,665873523,USD,0,4861,19,4.5,4.5,7.8.0,4+,Shopping,37,5,1,1
movieStudio-Video Editor&Slideshow Maker(pro),99328000,666202151,USD,2.99,1033,54,4.5,4.5,5.7,4+,Utilities,40,1,12,1
Battleheart Legacy,889060352,666508823,USD,4.99,3376,336,4.5,4.5,1.3.1,12+,Games,43,5,1,1
RealTimes: Video Maker,187350016,666575946,USD,0,1274,0,4.5,0,4.10.004,4+,Photo & Video,37,4,10,1
The Room Two,460077056,667362389,USD,1.99,36809,2858,5,5,1.0.4,9+,Games,39,4,1,1
Move to measure - Flying Ruler,51470336,667579844,USD,1.99,1702,127,4,4,3,4+,Utilities,38,5,9,1
Game of War - Fire Age,220386304,667728512,USD,0,107916,507,4,3,3.22.510,9+,Games,37,5,29,1
Rhonna Designs,177529856,667819594,USD,1.99,2971,1,4.5,5,2.21,4+,Photo & Video,38,5,24,1
Ninja Kid Run VR: Runner & Racing Games For Free,165612544,668159524,USD,0,15399,613,4.5,4.5,1.2.13,4+,Games,40,5,1,1
Air Video HD - Now with multitasking and PiP support!,14665728,668354926,USD,5.99,3610,724,4.5,4.5,2.2.1,4+,Photo & Video,38,5,1,1
"健康献立レシピ提案 オーガニック “Ohganic""",29184000,668515245,USD,0,1,1,4,4,3.8.1,4+,Food & Drink,38,0,1,1
洋码头—正品保证海外买手带你全球购洋货,128899072,668533031,USD,0,41,0,4.5,0,3.6.1,4+,Shopping,37,0,1,1
"Mister Maker: Let’s Make It! – Design, Draw, Paint, Make and Play",181036032,668576857,USD,2.99,9,0,4.5,0,6,4+,Entertainment,40,5,1,1
My Little Pony - A Canterlot Wedding,298639360,668598022,USD,2.99,273,55,3.5,3.5,1.6.2,4+,Book,39,5,20,1
djay 2,119949312,669196929,USD,4.99,4511,111,4.5,4.5,2.8.5,4+,Music,24,5,7,1
djay 2 for iPhone,76720128,669198374,USD,1.99,3431,93,4.5,4,2.8.5,4+,Music,37,0,7,1
School Lunch Food!,87296000,669287954,USD,0,488,5,3.5,4,2,12+,Games,38,5,1,1
WinZip Full Version - The leading zip unzip and cloud file management tool,22989824,669835030,USD,4.99,150,21,3,3.5,4.7.1,4+,Utilities,38,5,2,1
Rebuild 3: Gangs of Deadsville,105250816,670109767,USD,4.99,238,12,4.5,4.5,1.6.16,12+,Games,38,5,1,1
Clip Video Download Pro.,31154176,670133026,USD,6.99,530,526,4,4,1.4,17+,Photo & Video,43,5,28,1
VVebo - 微博客户端,17336320,670910957,USD,0.99,259,8,4.5,5,2.0.9,4+,Social Networking,38,5,2,1
Burger Shop,25294848,671123035,USD,0.99,299,18,5,5,1.2,4+,Games,40,0,12,1
Vainglory,1182578688,671464704,USD,0,23779,128,4.5,4,2.5.0,9+,Games,38,5,32,1
Tayasui Sketches Pro,198499328,671867510,USD,4.99,1761,13,4.5,5,16.2,4+,Productivity,37,5,15,1
Jishokun-Japanese English Dictionary & Translator,225522688,671889349,USD,0,0,0,0,0,2.10.14,12+,Reference,37,4,2,1
Blackbar,3671040,672002602,USD,2.99,409,46,4,3.5,1.1.3,9+,Games,37,3,2,1
Boom Beach,153955328,672150402,USD,0,241929,2013,4.5,4.5,30.125,9+,Games,38,5,4,1
LOCARI(ロカリ)-オトナ女子向けライフスタイル情報アプリ,33232896,672151350,USD,0,0,0,0,0,4.3.7,17+,Lifestyle,37,0,19,1
Caveman Feast - 250 Paleo Recipes,97841152,672175251,USD,2.99,1501,60,5,4.5,3.1,12+,Food & Drink,37,5,1,1
WGT Golf Game by Topgolf,250150912,672828590,USD,0,53285,623,4.5,4.5,1.31.2,17+,Games,40,5,1,1
心霊たんち機 Plus,1978368,673041243,USD,0,0,0,0,0,1.1.0,9+,Entertainment,40,0,2,1
Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter - Best alarm app to wake up on time with alarmy music ringtone,35266560,673120263,USD,1.99,6696,5031,4,4,1.2.2,4+,Lifestyle,40,0,10,1
High 5 Casino - Real Vegas Slots!,167804928,673354210,USD,0,9930,53,4,4,3.6.2,12+,Games,38,5,1,1
Alice Trapped in Wonderland,363242496,673612506,USD,0.99,317,12,4.5,4,1.3,4+,Games,37,5,4,1
Fragment's Note2 Side:雫,896147456,673672983,USD,2.99,0,0,0,0,1.05,4+,Games,43,4,1,1
RoomScan Pro - The app that draws floor plans by itself,12126208,673673795,USD,4.99,1476,666,4.5,4.5,5.0.2,4+,Utilities,38,3,9,1
Top Hat Lecture,88988672,674069291,USD,0,668,0,3,0,5.19.0,4+,Education,37,5,1,1
Automo Camera,16912384,674385418,USD,0.99,5,1,4.5,3,2.54,4+,Photo & Video,40,5,2,1
ゲッターズ飯田の占い,34455552,674474596,USD,0,0,0,0,0,2.2.1,12+,Entertainment,38,0,2,1
東京時層地図 for iPad,1995877376,674590967,USD,20.99,0,0,0,0,1.1.0,4+,Navigation,24,5,2,1
MARVEL Spider-Man Unlimited,906462208,674657235,USD,0,64586,330,4.5,4.5,3.1.0,12+,Games,38,5,15,1
OfficeSuite Pro (Mobile Office),172608512,675054186,USD,14.99,896,10,4,4.5,5.3.1,4+,Business,37,5,10,1
Skinseed - Skin Creator for Minecraft Skins,46197760,675628523,USD,0,5222,199,4,4.5,5.12,4+,Entertainment,37,5,1,1
Kiosk Photo Transfer by Fujifilm,33662976,676201334,USD,0,58,0,3,0,2.5,4+,Photo & Video,37,0,4,1
Skip-Bo™ Pro - The Classic Family Card Game,93094912,678448523,USD,1.99,10239,93,4.5,4,3.0.2,4+,Games,38,5,9,1
Dr. Panda's Airport,95670272,678861146,USD,2.99,352,223,4.5,4.5,1.8,4+,Education,40,5,21,1
VHS Camcorder,16485376,679454835,USD,2.99,613,38,4,4,1.2.4,4+,Photo & Video,37,4,1,1
KICK: Official Football Card Trader,227790848,679753195,USD,0,2641,22,3.5,4,6.5.14,12+,Sports,37,5,1,1
Candy Blast Mania,240198656,680022952,USD,0,81648,9,4.5,5,1.9.6,4+,Games,38,5,8,1
7 Minute Workout Challenge,102137856,680170305,USD,2.99,4137,2391,4.5,4.5,1.5,4+,Health & Fitness,40,0,17,1
Photo Quilt - Auto Collage Maker,15210496,680258201,USD,0,599,236,4.5,4.5,1.5.1,4+,Photo & Video,37,0,1,1
本気で英会話！ペラペラ英語　英単語・リスニング・TOEICの学習にも！,112906240,680268481,USD,0.99,6,0,4,0,11,4+,Education,40,0,4,1
DEVICE 6,851309568,680366065,USD,3.99,2036,243,4.5,4.5,1.2,12+,Games,38,5,1,1
Colossatron: Massive World Threat,79237120,680436745,USD,0.99,2817,475,4.5,4.5,1.0.8,12+,Games,38,5,13,1
Rabbids Big Bang,199843840,680581294,USD,0.99,598,115,4.5,4.5,2.1.5,9+,Games,39,5,10,1
Gods Of Rome,958016512,680733772,USD,0,5526,816,4.5,4.5,1.4.1,12+,Games,37,5,14,1
Google Home,143726592,680819774,USD,0,9303,101,3.5,2.5,1.23.905,12+,Entertainment,37,5,55,1
Batman: Arkham Origins,910774272,681370499,USD,0,27738,14077,4.5,4.5,1.2.1,9+,Games,39,5,1,1
Cut the Rope 2,141105152,681814050,USD,1.99,12376,162,4.5,4.5,1.6.9,4+,Games,40,5,10,1
Talisman,73767936,681942253,USD,1.99,511,9,4,4,10.5,4+,Games,40,5,6,1
SUBURBIA City Building Board Game,56918016,681966300,USD,4.99,217,7,4,2.5,1.2.5,4+,Games,38,5,2,1
The Human Body by Tinybop,669071360,682046579,USD,3.99,1922,51,4,4,3.0.1,4+,Education,38,5,58,1
My PlayHome Stores,193986560,683942610,USD,2.99,1582,61,4.5,4.5,3.1.1,4+,Entertainment,43,4,18,1
筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK,101036032,685214412,USD,0,0,0,0,0,7.3.0,4+,Lifestyle,37,5,2,1
Voice Recorder (FREE),42368000,685310398,USD,0,4640,1192,4.5,4.5,2.1,9+,Utilities,38,4,1,1
Fairway Solitaire Blast,124966912,685675706,USD,0,110062,613,4.5,4.5,2.7.13,4+,Games,38,5,9,1
Runtastic Six Pack Abs Workout & Core Trainer,132628480,685857245,USD,0,4283,106,4.5,4.5,2.6.2,4+,Health & Fitness,37,5,14,1
Cops N Robbers (FPS) - Block Survival Multiplayer,467697664,686365571,USD,0,27122,0,4.5,0,5.3.0,12+,Games,38,5,1,1
Spider Solitaire ∙,62374912,686420990,USD,0,145,57,4.5,4.5,2.2,4+,Games,37,4,14,1
Telegram Messenger,71896064,686449807,USD,0,7573,142,4,4.5,4,4+,Social Networking,40,3,8,1
Sonic & All-Stars Racing Transformed,1117057024,686542963,USD,0,9109,8553,4,4,2,4+,Games,38,5,7,1
UC浏览器HD,59791360,686910560,USD,0,78,2,4,5,3.0.1.776,17+,Utilities,24,5,1,1
buddhify - modern mindfulness for busy lives,285338624,687421118,USD,4.99,501,12,4.5,4,2.6.9,4+,Health & Fitness,37,4,1,1
Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,38898688,687792357,USD,0,778,44,3,2.5,1.5.0,4+,Photo & Video,37,0,2,1
Stop - Fun Categories Word Game,104550400,687877464,USD,0,8516,28,4.5,4,3.2.11,12+,Games,38,5,6,1
République,3646993408,687888390,USD,1.99,7078,102,4.5,3.5,5.03,12+,Games,37,1,1,1
Doom and Destiny,164665344,688285246,USD,2.99,725,461,4.5,4.5,1.8.3,12+,Games,38,5,1,1
PicLab Studio - Creative Editing & Graphic Design,53941248,688319243,USD,2.99,20200,94,4.5,4,2.1,4+,Photo & Video,37,5,1,1
Facetune for iPad,72655872,688831692,USD,5.99,1718,22,4.5,4,2.6.3,4+,Photo & Video,24,5,12,1
IQ Test - Pro Edition,66921472,688983474,USD,2.99,529,8,4.5,4.5,5.7,4+,Games,37,4,1,1
"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",265646080,689165391,USD,0,58,0,3.5,0,3.12.4,4+,Education,37,5,2,1
腾讯欢乐麻将全集,259412992,689180123,USD,0,205,4,3.5,2,6.8.92,12+,Games,43,4,1,1
SlideStory - Create a slideshow movie and a snap video,54693888,689859603,USD,0,220,60,4.5,4.5,1.5.7,4+,Photo & Video,40,0,9,1
Toca Cars,97187840,689936776,USD,2.99,1238,29,4,4,1.0.5,4+,Education,40,5,18,1
Mimpi,262037504,690016261,USD,0,816,157,4.5,4.5,1.0.4,4+,Games,40,5,1,1
Daniel Tiger’s Day & Night,536041472,690106176,USD,0,314,34,3.5,4,1.0.3,4+,Education,40,5,1,1
Disneynature Explore,440152064,690215614,USD,0,202,202,4,4,1.0.0,4+,Entertainment,38,5,2,1
JD Sports,88594432,690602681,USD,0,18,0,4,0,5.3.1,4+,Shopping,37,5,8,1
ABC Ninja - The Alphabet Slicing Game for Kids,18952192,690802539,USD,0.99,172,6,4,4.5,3,4+,Education,37,5,1,1
Cascade: Fun Spin and Match Puzzle Game,98864128,690852527,USD,0,60488,538,4.5,5,1.8.6,4+,Games,38,5,7,1
Font Candy+ Typography - Editor Add Text To Photos,101650432,691025552,USD,2.99,9021,37,4.5,4.5,5,4+,Photo & Video,37,5,9,1
Octagon - A Minimal Arcade Game with Maximum Challenge,30543872,691102150,USD,1.99,1072,514,4.5,4,3.1,4+,Games,40,5,1,1
AdBlock,19179520,691121579,USD,1.99,1477,57,4,3.5,2.8.2,4+,Utilities,37,5,11,1
Nowait Guest,86040576,691617940,USD,0,1625,113,3,3,3.1.14,4+,Food & Drink,37,0,1,1
Google Play Music,82697216,691797987,USD,0,10118,231,3.5,3.5,3.26.1007,12+,Music,37,5,32,1
Frozen Free Fall,272471040,692412579,USD,0,50593,3,4.5,5,5.2.1,4+,Games,37,5,9,1
Castle Clash: Brave Squads,312680448,692669501,USD,0,47963,164,4,4,1.8.0,9+,Games,40,5,11,1
Assassin's Creed Pirates,775233536,692717444,USD,0,23895,1660,4.5,4.5,2.9.1,12+,Games,38,5,13,1
Lost Echo,613933056,693045097,USD,2.99,684,87,4.5,4,1.9.12,12+,Games,40,5,11,1
IXL - Math and English,118697984,693689912,USD,0,3546,62,3,3,3.3.8,4+,Education,24,5,1,1
"Budget- Expense Tracker,Bill Reminder,Debt Manager",141714432,694047660,USD,0.99,173,0,4.5,0,2.13.1,4+,Finance,38,5,11,1
Capital One for iPad,92510208,694133485,USD,0,21858,389,4.5,4.5,2.8.0,4+,Finance,24,5,1,1
Piano - Play Keyboard Music Games with Magic Tiles,117793792,694133630,USD,0,1636,125,4.5,4.5,1.23,4+,Music,37,5,22,1
Quik – GoPro Video Editor to edit clips with music,211343360,694164275,USD,0,28654,21,4.5,4.5,4.0.1,4+,Photo & Video,37,5,15,1
myCANAL - la TV by CANAL en direct et replay,79643648,694580816,USD,0,118,0,4.5,0,2.2.1,12+,Entertainment,37,4,1,1
ProCamera.,96517120,694647259,USD,4.99,1525,13,4.5,4.5,10.3,4+,Photo & Video,37,0,10,1
ULTRA4 Offroad Racing,92291072,694695717,USD,1.99,205,142,3.5,3.5,1.02,4+,Games,40,5,1,1
Ace Fishing: Wild Catch,224596992,694972182,USD,0,65831,30,4.5,4.5,2.5.4,4+,Games,40,5,14,1
Icycle: On Thin Ice,82700288,695108484,USD,2.99,2347,91,4.5,4.5,2.0.3,4+,Games,38,5,6,1
3D Anatomy,84885504,695187101,USD,3.99,91,79,4.5,4.5,3,12+,Medical,43,5,1,1
War Commander: Rogue Assault,179770368,695948278,USD,0,3858,63,4.5,3.5,2.15.2,12+,Games,37,5,46,1
Electric RC Sim,71966720,696450432,USD,2.99,209,21,4.5,4,1.4,4+,Games,39,4,1,1
Shadow Fight 2,144713728,696565994,USD,0,99206,1876,4.5,4.5,1.9.29,12+,Games,40,5,1,1
Calendars 5 - Daily Planner and Task Manager,76848128,697927927,USD,6.99,11768,423,4.5,4.5,5.10.5,4+,Productivity,37,5,9,1
Flick Kick Football Legends,109421568,697996579,USD,0,11250,105,4.5,4.5,1.9.83,12+,Games,38,5,12,1
Chatous - Chat with new people,103056384,698054232,USD,0,1609,5,3,5,3.8.10,12+,Social Networking,37,0,11,1
Fitness and Bodybuilding by VGFIT,66485248,698154775,USD,0.99,364,37,4.5,4.5,5.3.1,4+,Health & Fitness,38,5,15,1
Geometry Dash Lite,69076992,698255242,USD,0,370370,2650,5,4.5,2.11,4+,Games,37,4,1,1
QR Code Reader by Scan,12734464,698925807,USD,0,1452,207,4.5,4,1.7,4+,Utilities,38,3,14,1
Feed Me Oil 2,71624704,699687299,USD,0.99,296,2,4,4,1.3.6,4+,Games,38,5,10,1
Race The Sun,151481344,700227648,USD,4.99,602,106,4.5,4.5,1.02,4+,Games,25,5,1,1
Articulation Test Center Pro,174737408,700440156,USD,59.99,29,0,4.5,0,2.6,4+,Education,24,5,1,1
TunesFlow - Music Player with Equalizer,14417920,700513526,USD,3.99,63,0,4.5,0,2.0.16,4+,Music,37,4,3,1
Deemo,2219819008,700637744,USD,1.99,15855,270,5,5,3.0.5,4+,Games,38,5,1,1
Pocket Troops,515005440,700653178,USD,0,1005,49,4.5,4.5,1.21.0,12+,Games,38,5,7,1
Pandemic: The Board Game,72974336,700793523,USD,2.99,1259,415,4.5,4.5,1.2.5,4+,Games,38,5,17,1
Panda Pop,263766016,700970012,USD,0,41214,88,4.5,4.5,5.5.101,4+,Games,40,5,1,1
Mindfulness Daily,101669888,701112447,USD,1.99,1245,693,5,5,1.072,4+,Health & Fitness,38,5,1,1
Magic Tower Touch,15577088,701598884,USD,0.99,91,61,4.5,4.5,1.0.3,4+,Games,43,0,2,1
Slam Dunk Basketball 2 - Play & Do Good,247033856,702810576,USD,0,2963,6,4.5,4,1.3.4,12+,Games,40,5,1,1
100 PICS Coloring - free color in book game app,269298688,702871560,USD,0,1929,17,5,5,1.96,4+,Games,37,5,1,1
Ever - Capture Your Memories,134952960,703177890,USD,0,12755,122,4.5,5,1.56.0,4+,Productivity,37,5,16,1
Royal Revolt 2 – Defend Your Castle,146573312,705211891,USD,0,25152,153,4.5,5,3.2.0,9+,Games,38,5,17,1
My Boo - Virtual Pet with Mini Games for Kids,105143296,706099830,USD,0,55783,521,4.5,4.5,2.6.1,4+,Games,38,5,5,1
Starfall FREE,94261248,707189889,USD,0,1019,620,3.5,4,1.26.010,4+,Education,43,5,1,1
Jet Car Stunts 2,51465216,708142626,USD,0,1862,9,3.5,4.5,1.0.24,4+,Games,40,5,1,1
Oceanhorn ™,428865536,708196645,USD,7.99,4336,8,4.5,4.5,3.0.1,9+,Games,37,5,11,1
Bose SoundTouch,54193152,708379313,USD,0,3687,2763,4,4.5,14.80.6,12+,Music,37,4,1,1
Dreii,142579712,708388097,USD,3.99,148,20,4,4,2.0.0,4+,Games,38,5,1,1
WordBrain,110595072,708600202,USD,0,391401,82,4.5,4.5,1.21.1,4+,Games,38,5,1,1
GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,73193472,709003148,USD,0,31,1,4.5,5,2.5.2,12+,Book,37,5,1,1
QQ International,103233536,710380093,USD,0,274,0,2,0,4.8.4,4+,Social Networking,38,0,8,1
"DraftKings - Daily Fantasy Golf, Baseball, & More",144820224,710535379,USD,0,20251,53,4.5,5,3.9.0,17+,Sports,37,4,18,1
FOX Sports GO,99644416,711074743,USD,0,13898,336,3,4,3.5.0,12+,Sports,37,4,1,0
Forge of Empires,138510336,711455226,USD,0,15617,11,4.5,4.5,1.102.1,9+,Games,38,5,20,1
Square Cash - Send Money for Free,90040320,711923939,USD,0,23775,132,4.5,4.5,2.16,4+,Finance,37,0,1,1
Cops N Robbers (Jail Break) - Survival Mini Game,269532160,714086913,USD,0,6013,125,4,3.5,1.5.1,9+,Games,40,5,1,1
Star Chart Infinite,140150784,714180827,USD,4.99,257,104,4.5,4.5,1.29,4+,Education,38,4,8,1
"Foundations Memory Work Tutorials, Cycle 2",366681088,714463714,USD,15.99,88,18,3.5,3.5,1.4,4+,Education,37,5,1,1
Cooking Fever,106808320,714796093,USD,0,107797,5073,4.5,4.5,2.3.1,4+,Games,38,5,14,1
PICTLOGICA FINAL FANTASY,357237760,715441573,USD,0,154,0,3.5,0,1.8.3,9+,Games,36,5,1,1
Papa's Freezeria HD,58384384,715822238,USD,2.99,2535,287,4.5,4.5,1.1.3,4+,Games,24,5,1,1
SafeTrek - Personal Safety,30316544,716262008,USD,0,2227,160,4.5,4.5,2.2.4,4+,Lifestyle,11,0,1,1
Driving test 2017,77581312,716697016,USD,0,5,0,3.5,0,4.8,4+,Education,37,5,4,1
Force Saber of Light,60180480,716932895,USD,0,5424,571,4.5,4.5,2.5.3,4+,Entertainment,37,5,1,1
ZaZa Remote-Universal Remote Control,77565952,717545062,USD,0,83,2,3,5,3.3.0,4+,Utilities,37,5,21,1
Jam League,144881664,717555969,USD,0,4361,150,4.5,4,1.3.4,4+,Games,37,5,1,1
一骑当千OL-万人国战（Legend Of Warrior）,389505024,717628209,USD,0,151,5,4.5,4,2.4.0,9+,Games,40,5,1,1
Fantastical 2 for iPhone - Calendar and Reminders,45045760,718043190,USD,4.99,5405,95,4.5,4.5,2.8.4,4+,Productivity,37,0,6,1
Toca Mini,533006336,718082838,USD,2.99,536,71,4,4,1.0.3,4+,Education,40,5,18,1
Swamp Attack,123780096,718153412,USD,0,16968,4969,4.5,4.5,2.1.5,17+,Games,40,5,12,1
QuizUp™,139014144,718421443,USD,0,72989,327,4.5,3.5,3.2.7,12+,Games,37,2,5,1
Epic! - Unlimited Books for Kids,166014976,719219382,USD,0,6676,122,4.5,4,3.01,4+,Education,37,5,7,1
Dominos Pro,54100992,719320397,USD,1.99,1072,37,4.5,4,2.5,4+,Games,43,1,1,1
FINAL FANTASY VI,698171392,719401490,USD,14.99,2998,592,4.5,4.5,2.0.4,9+,Games,38,5,12,1
FireChat,15021056,719829352,USD,0,1037,42,3,3.5,8.0.12,12+,Social Networking,37,3,13,1
minimo（ミニモ）/サロン予約,23707648,719858778,USD,0,0,0,0,0,6.2.5,17+,Catalogs,37,0,1,1
DoorDash - Food Delivery,100554752,719972451,USD,0,25947,3,4.5,3.5,3.0.18,4+,Food & Drink,37,0,1,1
Touchgrind Skate 2,168042496,720068876,USD,4.99,2816,15,4.5,4.5,1.5,4+,Games,37,5,9,1
ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,17347584,720111744,USD,0,0,0,0,0,1.14,4+,Health & Fitness,40,0,1,1
Block Fortress: War,451338240,720208070,USD,1.99,1889,804,4.5,4.5,1.2.4,12+,Games,43,5,1,1
Broken Sword 5 - the Serpent's Curse,1943845888,720656825,USD,6.99,199,26,4,4.5,1.14,12+,Games,38,5,1,1
Blocky Roads,51849216,720725216,USD,0.99,3282,3,4.5,4.5,1.2.3,4+,Games,37,5,26,1
Optical Inquisitor 17+,54808576,720825227,USD,0.99,12099,1922,5,5,1.5,17+,Games,43,5,16,1
comico/人気オリジナル漫画が毎日更新！/コミコ,73945088,721512660,USD,0,62,1,4.5,4,4.4.1,12+,Book,37,5,2,1
G1牧場ステークス,189901824,721623681,USD,4.99,0,0,0,0,2.02,4+,Games,38,5,1,1
Trial Xtreme 4,936401920,721639879,USD,0,3403,2,4,3,1.97,4+,Games,40,5,1,1
The Occupant,80564224,721911537,USD,0.99,155,151,4.5,4.5,1.1,9+,Games,39,4,1,1
Hidden City®: Mystery of Shadows,103477248,722217471,USD,0,37304,198,4.5,4.5,1.13.1301,9+,Games,37,5,11,1
"Ebates: Cash Back, Coupons & Rebate Shopping App",108079104,723134859,USD,0,12617,99,5,4.5,4.15.0,4+,Shopping,37,5,5,1
FizzUp – Online Fitness Trainer,124125184,723322796,USD,0,5,0,5,0,1.21.2,4+,Health & Fitness,38,5,2,1
Trivia Crack (No Ads),247385088,723795263,USD,2.99,77370,2,4.5,4.5,2.4,4+,Games,37,5,26,1
Pitu,102120448,724295527,USD,0,968,4,5,5,4.9.2,4+,Photo & Video,38,0,5,1
"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",109260800,724786142,USD,3.99,6,5,3.5,3.5,1.3,4+,Education,43,5,21,1
Lep's World 3,85154816,724816878,USD,0,11341,582,4.5,4.5,1.8.9,4+,Games,37,5,19,1
"Flipp - Weekly Ads, Shopping List, and Coupons",92380160,725097967,USD,0,6677,78,4.5,4.5,6.0.3,4+,Shopping,37,4,2,1
WEAR - Fashion Lookbook,98292736,725208930,USD,0,66,3,4,4.5,4.11.0,4+,Shopping,37,5,4,1
"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",37777408,725222008,USD,0.99,12,4,2.5,4,1.1.4,4+,Entertainment,38,5,5,1
Battle Supremacy,1079500800,725222149,USD,4.99,3124,319,4,4,1.3.0,12+,Games,38,5,10,1
Christmas Countdown 2017,55493632,725440538,USD,0,334,0,4.5,0,6.1,4+,Entertainment,37,5,1,1
それゆけ！ヤンキッキー,56548352,726115780,USD,0,0,0,0,0,3.1,4+,Games,37,0,2,1
Sunday Lawn Seasons,15258624,726147252,USD,0.99,1420,173,4.5,4.5,1.04.1,4+,Games,40,3,1,1
FACIE,35204096,726895069,USD,0,514,3,3.5,4.5,3.4,4+,Photo & Video,37,5,14,1
TCS NYC Marathon,29911040,727109676,USD,0,43,0,3.5,0,4.2,17+,Sports,37,0,1,1
Cookie Jam,148408320,727296976,USD,0,52831,89,4.5,4.5,6.50.110,4+,Games,38,5,16,1
LEGO® Star Wars™:  The Complete Saga,865561600,727420266,USD,0,19340,289,4,4,1.9.15,9+,Games,40,5,1,1
THE KING OF FIGHTERS '97,106971136,727466621,USD,2.99,681,560,4.5,4.5,1.1,12+,Games,43,5,2,1
Monument Valley,673243136,728293409,USD,3.99,24909,510,4.5,4.5,2.4.60,4+,Games,38,5,1,1
Pan Book 2: Chasing the Keeper,792521728,729686081,USD,5.99,394,2,4.5,5,3.3.1,4+,Book,37,5,1,1
Green Screen by Do Ink,28033024,730091131,USD,2.99,257,23,3.5,3.5,2.3.4,4+,Education,37,5,1,1
Hue Halloween for Philips Hue,86936576,730148796,USD,1.99,54,16,3.5,4.5,1.8,9+,Entertainment,37,5,1,1
